id,CPUUsage,RAMUsage,DownloadSpeed,UploadSpeed,Temperature,Humidity,Class
336,14.2,65.2,132.4292593,122.2294749,29.07758713,60.50016022,0
337,10.9,65.5,130.848027,124.3742622,29.15000153,61.57682037,0
338,10.2,64.6,131.827045,122.3054061,29.18620682,61.64881134,0
339,11.1,64.7,134.5474312,122.4514073,29.09569168,61.695755,0
340,10.4,65,132.6863587,125.7988677,29.29482841,61.91484451,0
341,5.5,65.3,172.0691896,151.7936009,29.45775986,63.87724304,0
342,15.6,66,167.378843,130.7359973,29.45775986,64.2277832,0
343,16.9,66.9,140.4811537,119.9701241,29.60258675,64.05877686,0
344,9.9,66.9,161.8698238,119.7502751,29.85603523,64.15579987,0
345,13,66.2,166.5532633,120.5595272,29.98275948,63.6612854,0
346,12.9,66.2,161.8470382,120.7208593,30.10948372,63.90854645,0
347,11.5,66.3,156.8958922,109.6680692,30.05517387,64.07442474,0
348,10.7,66.4,163.2778818,101.847398,30.01896667,63.97427368,0
349,11.1,66.8,155.262102,106.6669969,29.67500114,64.64718628,0
350,13.3,66.8,171.5712766,124.1725887,29.56637955,64.5376358,0
351,10.8,66.9,172.1564462,118.1319637,29.67500114,63.67067719,0
352,15.2,67.3,167.1990752,123.9483715,29.67500114,64.4719162,0
353,11,67.5,173.6009082,125.714799,29.6568985,64.7348175,0
354,12.8,67.7,172.4515377,125.6110377,29.67500114,64.77863312,0
355,12.3,68,167.5625157,122.8309395,29.71120834,64.9539032,0
356,13.6,66.8,168.395131,117.2060981,30.12758636,63.28570557,0
357,11.5,67.1,167.5128231,125.0424736,30.09138107,63.42342377,0
358,13.1,67.4,169.1263811,122.9488102,29.98275948,63.27318573,0
359,10.9,67.5,171.3688238,122.5859359,30.00086212,63.26692963,0
360,10.6,67.7,166.9994799,125.1599172,29.89224243,63.15738678,0
361,12.9,67.9,168.6645977,125.0290644,29.92844963,63.63938141,0
362,15,68.1,171.7139899,123.8296704,29.96465683,63.36395264,0
363,9.8,68.4,168.4633336,127.8658727,29.56637955,63.7457962,0
364,13,68.7,166.4646635,124.4288115,29.63879395,63.29509735,0
365,14.2,68.8,167.1327423,127.7076211,29.56637955,63.53296661,0
366,11.2,69,172.7308506,127.0984157,29.49396515,63.62998962,0
367,10,69.2,173.1264786,114.8471438,29.47586441,63.19181061,0
368,13.4,69.4,172.7216305,127.0911259,29.5482769,63.4359436,0
369,11.2,69.8,152.4250696,114.3318578,29.49396515,63.66442108,0
370,11.8,69.9,134.3695121,121.6255153,29.76551819,62.17774963,0
371,14.9,69.9,150.366885,116.7558396,29.6568985,62.57210541,0
372,11.1,70.3,133.4472392,131.1793339,29.71120834,62.85379028,0
373,9.8,70.5,133.9795097,134.7842068,29.6568985,62.72859955,0
374,13.4,70.7,135.6720914,125.7241565,29.76551819,63.08226776,0
375,12.1,70,167.9692097,127.6857189,29.67500114,62.91638947,0
376,10.9,70.3,170.6203877,119.4396614,29.6568985,63.12295532,0
377,10.3,70.6,165.4344068,125.918161,29.42155266,62.85379028,0
378,10.8,71,139.2074856,123.2776888,29.56637955,62.80371857,0
379,12.7,71.3,160.2533092,103.2606546,29.76551819,64.26534271,0
380,11.4,71.4,149.6073617,98.86020429,29.69310379,62.49386597,0
381,9.3,71.7,130.8198847,98.71410045,29.78362274,62.24034882,0
382,15.7,71.7,128.8855011,89.06788009,29.80172539,62.19966125,0
383,9.9,71.9,127.8420553,91.54239301,29.60258675,61.4923172,0
384,10.3,72.4,128.4303741,94.36472129,29.60258675,61.55804443,0
385,18.1,73.4,128.8674614,131.4721412,29.53017426,61.38903427,0
386,13.7,73.7,132.9884491,137.7289734,29.42155266,61.61437988,0
387,10.4,73.8,149.8308796,136.7635202,29.5844841,61.49857712,0
388,10.7,72.8,153.2548267,128.2402745,29.4396553,61.39216232,0
389,11.6,73,160.3176399,129.1643621,29.53017426,61.33582687,0
390,9.6,73.3,132.4360055,133.0654696,29.71120834,61.24193192,0
391,10.4,73.5,157.4283599,122.3320605,29.74741364,61.17307281,0
392,9.6,73.8,120.3198879,127.2024291,29.69310379,60.88200378,0
393,11.5,74.4,143.6230468,120.1708747,29.80172539,60.82879639,0
394,14.4,74.3,150.3026743,132.2686258,29.85603523,60.79123688,0
395,9.3,74.3,134.4735006,137.5365355,29.85603523,60.67856216,0
396,9.8,74.5,132.5498689,126.9907108,29.72931099,60.46573639,0
397,10,74.8,132.9589573,135.8482128,29.76551819,60.28420258,0
398,10.3,75,151.3328162,137.3026174,29.31293106,60.65352631,0
399,15.8,75.2,135.4075649,136.5411205,29.24051857,60.43756866,0
400,11.9,75.4,148.6726378,134.3618633,29.22241592,60.67230225,0
401,11.6,75.7,164.6279583,136.3475998,29.25862122,60.75367737,0
402,10.6,75.9,156.5203675,136.9156597,29.20431137,60.58779907,0
403,10.1,76.2,140.4884895,136.3453805,29.22241592,60.7661972,0
404,13.3,76.5,138.5967072,137.7530715,29.29482841,60.8194046,0
405,11.1,76.7,142.9162529,133.344873,29.6568985,58.10584259,0
406,10.2,76.8,143.2061712,136.451663,29.5844841,59.64258957,0
407,10,77,153.0659178,134.5410088,29.49396515,59.34525681,0
408,11.3,77.5,148.541768,136.7796343,29.53017426,59.78343201,0
409,10.7,77.6,142.5465156,138.2309962,29.5844841,59.75526428,0
410,15,77.6,149.0780525,133.1634309,29.40345001,59.81159973,0
411,10.9,77.3,141.0658592,128.6824655,29.47586441,59.76465607,0
412,10.6,77.6,137.9676388,138.3321035,29.22241592,60.1996994,0
413,10.4,77.8,140.8883909,136.6224228,29.09569168,60.3123703,0
414,10.3,78,137.5588421,137.0327562,29.15000153,60.16527176,0
415,10.5,78.5,137.5190048,134.692585,29.25862122,60.09015656,0
416,12.7,79.2,155.9316816,137.6258732,29.09569168,60.03382111,0
417,11.2,79.6,159.813235,137.2385049,29.20431137,60.15588379,0
418,14.3,79.9,159.7079838,136.8147981,29.13189697,60.18405151,0
419,10.6,79.8,160.3878788,135.3403337,29.38534546,59.40159607,0
420,10.8,80.1,156.2353953,135.5968848,29.33103561,59.24197388,0
421,12.9,80.2,146.8404312,124.0461125,28.96896744,59.686409,0
422,8.9,80.3,169.0677521,134.7262034,29.04137993,59.67701721,0
423,8.7,80.6,167.4977972,134.7247211,29.02327728,60.91955948,0
424,8.6,81.1,166.5903239,138.7805699,29.07758713,60.01503754,0
425,9,81.1,172.9986705,137.6599638,28.98707008,60.16213989,0
426,14.2,81.4,167.7861526,138.9606866,29.09569168,60.12771606,0
427,8.5,81.6,165.6155801,138.1753085,29.04137993,60.42504883,0
428,6.9,81.6,172.7475445,131.5177979,29.80172539,62.91326141,0
429,8.2,81.9,168.3827727,137.7816546,29.80172539,63.11043549,0
430,12.7,81.9,167.0840877,138.7309248,29.76551819,63.58930206,0
431,22.8,81.8,153.074347,138.7146306,29.74741364,63.4954071,0
432,15,82,166.969892,139.0170945,29.83793259,63.41716003,0
433,8.7,82.3,168.5912517,138.170742,29.72931099,63.71762085,0
434,9.6,81.2,167.0121669,136.5900933,29.85603523,63.81777954,0
435,7.4,81.5,168.0731933,137.9541514,29.72931099,64.50634003,0
436,9.6,81.8,168.5409681,138.5709575,29.76551819,64.25595856,0
437,8.9,81.9,166.7471366,138.0304078,29.76551819,64.46565247,0
438,9.2,82.3,167.3761237,139.5094118,29.72931099,64.36236572,0
439,13.7,59.6,165.7774162,137.7540351,29.81982803,64.1620636,0
440,9,59.5,167.0268018,136.6556158,29.94655228,64.17771149,0
441,9.2,59.7,172.3189782,138.6269181,30.00086212,63.98365784,0
442,8.8,60.7,169.0466988,137.4333849,29.92844963,62.95707703,0
443,9.8,61,148.3109631,136.9508335,29.94655228,62.76303101,0
444,8.9,61.2,166.2706108,138.7738459,29.85603523,62.59714508,0
445,9,61.6,167.6688602,139.055255,29.76551819,62.80997467,0
446,9.1,61.7,160.088152,137.824636,29.80172539,62.99463654,0
447,10.3,61.8,167.9015364,137.0064364,29.69310379,63.00402069,0
448,10.1,62,166.430666,137.8515507,29.81982803,63.19807434,0
449,7.9,62.2,167.5027894,138.3166956,29.80172539,60.35618973,0
450,10.6,62.4,167.8281556,138.1359391,29.94655228,62.35614777,0
451,11.7,62.7,167.1395244,138.4676482,30.01896667,62.31546021,0
452,10,62.9,172.5992548,138.9275734,29.96465683,61.50170898,0
453,10.2,63.1,168.9914661,131.2200323,30.09138107,61.7270546,0
454,10.7,63.5,170.7296886,138.6619905,30.10948372,61.61125183,0
455,10.7,63.6,168.3695418,137.8365931,30.20000076,61.53613281,0
456,8.8,63.5,172.8599904,137.5568605,29.63879395,61.55491638,0
457,9.3,63.5,171.1415556,138.7120141,29.56637955,61.41094208,0
458,10.6,63.7,169.0304157,138.3828518,29.67500114,61.41407013,0
459,11.3,64,165.7276021,137.4942209,29.62068939,61.54865265,0
460,10.7,64.1,170.591289,138.5628321,29.47586441,61.55178452,0
461,8.8,64.3,165.7688429,138.1800355,29.56637955,61.50483704,0
462,12.9,64.6,168.3207764,127.1060139,29.5482769,61.24506378,0
463,9.4,64.8,170.5087042,138.6598765,30.00086212,60.85070038,0
464,8.9,65,166.4020137,137.7926877,29.98275948,60.90390778,0
465,9.8,65.1,154.1783644,138.591164,29.89224243,60.73802948,0
466,10,65.5,170.7210445,138.8043975,29.94655228,60.65352631,0
467,11.5,65.7,165.8150202,137.3662088,29.89224243,60.67856216,0
468,9.2,65.9,167.5136574,137.1530229,29.87413788,60.48138428,0
469,12.2,66.3,166.6599564,137.7270305,29.92844963,60.45947266,0
470,9.5,66.3,167.1450305,137.8095496,29.60258675,60.50642395,0
471,9.9,66.5,165.2807345,138.8259742,29.40345001,61.00719452,0
472,8.9,66.6,164.9865115,138.3577214,29.45775986,61.33582687,0
473,9.3,67,162.7314564,136.2142121,29.34914017,60.86948395,0
474,10.1,67,163.6510797,138.0441694,29.42155266,61.09482956,0
475,10,67.3,168.1689966,137.9201503,29.36724281,61.17307281,0
476,10.8,67.6,167.2294141,132.7642708,29.40345001,60.91955948,0
477,12.4,68.2,137.2092835,114.2898659,29.31293106,61.08230972,0
478,8.7,68.4,130.6731563,114.1613421,29.24051857,60.92894745,0
479,8.4,68.6,140.691546,91.63764371,29.69310379,60.16527176,0
480,13.2,68.7,144.5287459,99.0190004,29.5120697,60.06824493,0
481,9.3,69,129.2630734,106.8548138,29.49396515,60.16527176,0
482,8.2,69.3,126.504618,92.46258221,29.60258675,60.61909485,0
483,10,69.3,129.9606679,105.576313,29.42155266,60.45947266,0
484,7.2,69.8,129.0351156,114.6293338,29.4396553,60.2529068,0
485,9.2,69.8,131.9181925,110.9882591,29.20431137,60.6159668,0
486,13.1,69.8,132.9578983,110.2666286,29.27672577,60.7067337,0
487,9.7,70.1,133.6575676,94.57071414,29.36724281,60.92894745,0
488,8.5,70.3,132.9505952,97.22090089,29.36724281,60.91642761,0
489,11.6,70.7,129.7294345,95.35453827,29.36724281,60.71924973,0
490,10.1,70.9,131.9334006,100.6161692,29.5120697,60.53771973,0
491,8.5,70.2,133.4335699,96.90954682,29.5482769,59.78343201,0
492,7.6,70.2,129.8059501,96.4423364,29.47586441,59.99000168,0
493,9.7,70.6,129.7165898,101.6271978,29.40345001,59.77404022,0
494,11.6,70.8,128.8380959,100.2637399,29.49396515,59.77404022,0
495,9.6,70.9,215.3232888,193.8278668,29.36724281,59.83976746,0
496,10.6,71.4,232.6791396,184.6592123,29.4396553,59.57373428,0
497,8.6,72.1,215.6670256,175.8428573,31.21379471,67.63929749,0
498,10.7,72.2,229.8962318,193.3035406,31.3586216,67.80204773,0
499,10.4,72.7,236.2446658,189.7663817,31.3586216,67.91159058,0
500,9.6,72.8,211.6348697,193.5086421,31.3948288,67.92098236,0
501,10.4,72.9,247.7993497,194.3383751,31.41293335,68.05243683,0
502,13.3,73.4,249.2927144,194.5579057,31.50344849,68.0242691,0
503,9.4,73.4,250.8571611,192.5122462,31.55775833,67.89594269,0
504,10.9,73.6,232.0778647,190.8325496,31.55775833,68.01174927,0
505,8.9,73.7,234.4906624,178.3379496,32.42672729,67.17295074,0
506,21.3,74.1,233.2565149,192.689131,32.2818985,67.18234253,0
507,11.2,74.1,232.1314894,192.5646459,32.39051819,67.59235382,0
508,9.1,74.2,231.2631556,194.5185317,32.30000305,67.42333984,0
509,9,74.7,251.826706,193.112741,32.24568939,67.38578033,0
510,9.8,74.9,212.4902426,192.3461763,32.33620834,67.57357025,0
511,15,75,234.5303247,193.4851378,32.37241364,67.48593903,0
512,10.5,75.1,233.6437591,192.3026314,32.33620834,67.49532318,0
513,8.4,75.5,250.7236689,194.6068254,32.42672729,68.3028183,0
514,11.2,75.2,250.590748,191.2031626,32.53534698,68.13381195,0
515,10.5,75.4,247.9823141,194.1089512,32.60775757,68.07121277,0
516,10.3,75.9,232.6785311,192.9994653,32.60775757,67.87716675,0
517,13.5,75.8,233.7229007,192.4613104,32.64396667,67.35448456,0
518,10.1,75.9,237.7152239,192.6109122,32.66207123,67.53288269,0
519,14,78,236.6027386,185.41712,32.69827652,67.56731415,0
520,19.9,80.6,178.6899278,185.0364985,32.68017578,67.48906708,1
521,17.4,81.4,177.8690887,184.3266624,32.55345154,68.49060822,1
522,22.7,80.4,210.1683817,190.5584016,32.55345154,68.54381561,1
523,45.7,84.3,169.1920546,144.2657017,32.60775757,68.51564789,1
524,51.8,85.8,130.5517863,88.27146526,32.49913788,68.57198334,1
525,67.9,93.8,126.6716508,95.16615529,32.55345154,68.75977325,1
526,63,96.3,131.8416854,105.3100188,32.58965683,68.8035965,1
527,76.1,96.3,118.2865003,92.12159901,32.60775757,68.48122406,1
528,78.3,95.8,127.9729173,97.84536691,33.60345078,67.15104675,1
529,74.7,95.6,121.7033396,95.03286464,33.76638031,67.1166153,1
530,76.4,93.8,96.22996454,92.43544274,33.85689545,66.71913147,1
531,73.8,94.2,94.27910596,77.29478076,33.76638031,66.4437027,1
532,74.5,94.8,88.06686097,77.54775046,33.96551895,65.98674774,1
533,68.5,76.6,94.27587647,93.40535914,33.96551895,65.75514221,0
534,15.3,76.5,93.23850954,94.81026284,34.16465759,61.30765533,0
535,11.4,77.9,115.1249772,100.0198243,34.27327728,60.85383224,0
536,33.6,80,169.8780294,98.36959387,34.18275833,60.86635208,0
537,38.6,82.1,136.6570292,95.6657005,34.14655304,60.64413452,1
538,56.1,87.7,129.9374492,128.4747888,34.09224319,60.65352631,1
539,67.5,94.1,156.2054078,131.4824621,33.92931366,60.55023956,1
540,74.5,95.1,133.4044865,123.1581885,33.85689545,61.25445175,1
541,76.6,94.3,163.8092502,93.58660724,32.91551971,59.80534363,1
542,74.2,95.4,153.7689116,93.00744989,32.95172501,60.04007721,1
543,74.8,92.7,139.7005049,2.828669107,32.95172501,59.66449738,1
544,75,93.2,167.3955379,108.0192136,33.04224396,59.13555908,1
545,74.8,93.4,134.3804746,3.228488945,33.11465454,58.81318665,1
546,76.8,94.6,132.942506,100.1818259,33.22327805,57.37346649,1
547,74.7,95,130.680934,120.5321842,33.18706894,56.09023666,1
548,51.2,78.1,131.774315,2.120809615,33.22327805,57.4704895,0
549,13,79.5,149.8270389,96.78300717,33.15086365,57.02918243,0
550,50,90.7,137.9609662,100.6288349,33.11465454,57.03857422,1
551,50.5,91.9,159.6127747,97.70892565,33.1689682,56.9791069,1
552,39.2,94.7,163.6413396,96.23271643,32.11896515,56.51902008,1
553,30.1,93.1,167.5492017,104.4330037,32.04655457,56.84139252,1
554,17,93.2,157.3970022,111.9811803,32.0646553,56.71932983,1
555,30.6,96.6,154.3191094,96.56631226,31.90172577,56.78818512,1
556,41.8,94.1,120.4513891,97.94612934,31.84741592,56.81635666,1
557,30.6,92.2,130.2131091,97.76231508,31.72069168,57.02605438,1
558,33,71.2,130.2172204,95.98885794,31.59396744,57.01979446,0
559,30.3,73.8,118.9889673,94.51872713,31.66637993,57.21697235,0
560,27.4,72,117.8657537,98.75588465,31.73879433,57.31399918,0
561,15.3,71.5,117.2302991,2.682409442,31.64827728,56.76314926,0
562,10.2,52.4,85.71635694,2.871457928,31.79310417,56.74749756,0
563,10.2,53.4,129.0834003,96.98821333,31.70258713,56.35626984,0
564,8.4,53.5,128.5291192,107.6772642,31.05086327,57.52056885,0
565,9.3,53.6,124.3947749,79.35677447,30.86982727,57.44232178,0
566,9.3,54.1,123.8788715,106.2723119,30.90603638,57.39850616,0
567,11.6,54.9,125.541986,109.6649175,30.86982727,57.56751251,0
568,10.2,55.2,127.5397114,107.9881204,30.77931213,57.7208786,0
569,9.3,55.7,119.5188483,4.659340643,30.76120758,57.61446381,0
570,10,56.2,124.9004302,102.4605294,30.23620796,58.6566925,0
571,12.7,57,119.6800469,99.79614259,30.30862045,59.0886116,0
572,10.4,57.2,127.2231122,112.1631628,30.23620796,58.29989624,0
573,7.6,57.3,130.0803403,96.17458373,30.36293221,58.87578201,0
574,9.8,56.7,130.8257544,102.9780556,30.52586365,59.08235168,0
575,8.9,57.2,74.38314906,2.901986872,30.34482956,59.00097656,0
576,9,57.3,130.0839364,98.60963056,30.20000076,59.56434631,0
577,10.1,57.8,130.3147328,97.046456,30.21810532,59.44541168,0
578,9.9,57.8,129.3138151,98.12340606,30.05517387,59.49549103,0
579,10.5,57.8,126.4642676,96.11139843,30.01896667,59.64572144,0
580,10.5,58.3,127.8460825,97.41204208,29.92844963,59.60816193,0
581,10.2,58.4,129.2300299,98.22767428,30.03707123,59.92427444,0
582,8.3,58.8,131.022166,101.9845843,29.96465683,60.21221924,0
583,11.8,59.2,130.2733597,86.93896497,29.98275948,59.86167908,0
584,9.9,59.3,128.7787766,96.08949431,30.07327652,59.88671875,0
585,9.5,59.5,134.1581512,98.22432862,30.16379547,58.63791656,0
586,8.6,59.7,162.9734519,100.265817,30.21810532,59.73335266,0
587,8.6,60,100.5912136,2.198569689,30.21810532,59.73022461,0
588,10.5,60.4,139.1819051,99.56059152,29.91034698,59.83976746,0
589,18.2,62.1,143.609159,97.62464626,29.83793259,60.13710022,0
590,30.9,65.9,135.8623492,94.55335165,29.83793259,59.8898468,0
591,51.2,73.3,128.4750896,91.1544282,29.87413788,60.37184143,0
592,68.3,82.1,128.8884414,98.83953603,29.81982803,59.97748184,0
593,73.4,82.7,125.2217035,95.12819316,29.76551819,60.15588379,0
594,75.1,83.1,129.2374716,93.91978268,30.70689774,59.23884201,0
595,76.4,83.3,129.8960703,92.88861091,30.86982727,58.92585754,0
596,74.3,83.3,121.0464477,2.103239704,30.97844887,58.88830185,0
597,77.3,83.1,121.9525142,82.7690755,31.05086327,58.67234421,0
598,66.7,77.6,108.0806932,87.61695318,31.12327576,58.18096161,0
599,22,78.7,128.3772099,97.25338062,31.3224144,57.95561218,0
600,18.2,79.1,128.9178686,97.04737397,31.95603561,57.05422211,0
601,10,64,129.8274457,55.76042003,31.97414017,55.75847626,0
602,11.6,63.9,127.4958743,88.73888406,31.97414017,55.87427902,0
603,12.3,64.5,159.9142843,91.5768805,31.99224281,55.6113739,0
604,23.5,73.1,178.6892188,92.71412843,31.77500153,55.65832138,0
605,23.8,81,149.7468347,92.22582818,31.75689697,56.05893707,1
606,16.2,81.4,140.2163052,88.94702473,30.4353447,57.7052269,0
607,36.8,82.1,101.7061818,3.579245063,30.25431061,57.77721405,0
608,30.6,87,94.79106158,2.882795107,30.30862045,57.94935608,0
609,44.1,86.9,99.41796423,83.89595264,30.25431061,57.99943161,0
610,45.9,88.7,99.47231857,77.02099269,30.27241516,57.89614868,0
611,43.8,86.1,105.2800417,86.86665777,30.36293221,58.07141876,0
612,43.3,86.3,90.82064034,93.13968614,31.44913864,56.29993439,0
613,46.7,86.7,141.522056,88.5204167,31.52155304,56.52215195,1
614,44,86.8,134.4041909,91.58340246,31.50344849,56.29993439,1
615,44.1,87.9,125.789119,92.81778536,31.55775833,56.43451691,1
616,41.9,87.9,120.1743134,91.70627843,31.55775833,56.16222382,1
617,41.5,86.8,119.4120728,94.9796603,31.55775833,56.24985504,1
618,43.2,86.9,125.1860964,87.39687069,31.50344849,55.25457001,1
619,45.7,87.1,156.4910456,96.83716443,31.44913864,55.1043396,0
620,39.7,87.6,164.255571,95.54878379,31.46724319,55.11685944,0
621,41.1,87.8,163.8106007,94.8814095,31.53965759,55.28587341,1
622,41.7,88.2,152.1019074,86.42232362,31.50344849,55.26396179,1
623,44.9,88.6,94.30876895,89.33804451,31.46724319,54.9384613,0
624,42.6,87.7,156.3035452,92.89070445,31.14138031,55.54251862,0
625,41.4,88,94.62415896,4.418753121,31.08707047,55.47679138,0
626,43,88.7,118.8617406,95.54892106,31.14138031,55.7929039,0
627,40.9,88.7,122.3380519,93.20928118,31.06896591,55.68022919,0
628,41.6,89.4,126.6557235,90.53101158,31.12327576,55.4298439,0
629,41.6,89.6,115.2933539,94.35707664,31.14138031,55.43297577,0
630,40.5,89.6,93.34879994,95.71757497,30.88793182,55.4673996,0
631,45.6,90.4,92.57125239,94.90952832,30.88793182,56.02450943,0
632,41.6,90.2,93.55251316,88.34505815,30.94224167,55.84923935,0
633,41,90.3,92.83241092,94.14450854,30.79741478,56.10901642,0
634,41.7,90.7,90.68479122,92.48360715,30.79741478,55.78351593,0
635,39.9,90.8,119.6382563,89.98378426,30.85172653,55.7929039,0
636,43.5,91,118.3696593,97.02850367,30.90603638,55.6708374,0
637,42.6,91.5,157.9185582,4.225887206,30.81551743,55.59572601,0
638,38.7,91.2,138.1101633,2.665345195,30.88793182,55.83985138,0
639,41.9,91.7,117.9355398,93.7050702,30.85172653,55.83045959,0
640,41.7,92.1,149.3626069,90.67806713,30.81551743,56.1778717,0
641,38.5,92.3,184.8365024,100.7284711,30.83362198,55.65832138,0
642,44.9,92.6,156.7593554,100.6523154,30.81551743,55.95252228,0
643,41.1,92.8,140.5152698,102.1335231,30.81551743,55.67396927,0
644,40.5,92.9,196.8151223,96.62107284,30.83362198,55.81168365,0
645,42.7,93.6,186.8678465,93.98012714,30.81551743,55.6645813,0
646,40.5,93.5,192.2112366,101.7469727,30.90603638,55.65518951,0
647,35.2,90,186.4583891,95.2799641,30.81551743,55.82107162,0
648,25,73.5,145.9014239,87.0402758,30.67069054,55.50808716,0
649,22.7,76,163.1326923,95.86955488,30.72500229,55.44862366,0
650,32.4,78.6,143.6354935,3.789275562,30.72500229,55.59885406,0
651,50.3,85.8,165.9011133,103.5734354,30.70689774,55.62389374,0
652,67.3,94.3,131.8082841,93.19432044,30.59827805,55.88679504,0
653,68.5,75.8,129.559589,82.5206216,30.70689774,55.63328171,0
654,13.5,74.9,160.5448832,103.3734494,30.74310493,56.17161179,0
655,11.8,75.7,192.0140712,86.71547,30.76120758,56.02137756,0
656,10.9,76.3,161.9639529,4.36428518,30.63448334,56.20603943,0
657,8.9,76.5,194.8689194,93.35250293,30.50775909,56.44703674,0
658,14.6,77.6,157.2495382,83.68760044,30.4353447,56.67551422,0
659,10.2,58.2,170.6982163,88.83672537,29.96465683,57.62698364,0
660,9.7,58.6,206.6562664,94.50857044,29.92844963,57.65515137,0
661,8,58.7,193.7804814,93.13945004,29.92844963,57.49865723,0
662,10.3,58.8,181.6671445,85.82256928,29.89224243,57.6676712,0
663,11.5,58.8,199.1706099,88.21228305,29.89224243,57.68644714,0
664,16.7,60.4,156.0414394,3.909716899,29.87413788,57.78660202,0
665,16.6,62.4,179.7932228,92.23573366,30.23620796,58.11836243,0
666,17,62.7,183.7597895,4.344444986,30.07327652,56.32810211,0
667,10.7,62.9,195.9615907,114.0768726,30.12758636,57.94309235,0
668,20.6,63.6,214.7073714,124.240255,29.92844963,58.22477722,0
669,20.8,64.9,174.2249405,113.2643689,29.81982803,58.35310364,0
670,20.2,64.6,171.1076776,109.0582081,29.76551819,57.90866852,0
